userid,movieid,rating,timestamp,index
5,2694,4.5,1163373293,399
5,2706,4,1163374246,400
5,2762,3.5,1163373743,401
5,2770,3.5,1163374947,402
5,2918,3.5,1163374278,403
5,2997,3.5,1163374127,404
5,3114,3.5,1163374263,405
5,3176,3.5,1163374408,406
5,3408,4,1163374137,407
5,3753,3.5,1163373148,408
5,3897,4.5,1163374235,409
5,3948,3.5,1163374198,410
5,4014,4,1163373273,411
5,4018,4,1163375025,412
5,4022,3.5,1163373696,413
5,4025,4.5,1163375145,414
5,4306,3.5,1163374103,415
5,4308,3.5,1163374354,416
5,4447,4.5,1163375033,417
5,4718,3.5,1163375131,418
5,4963,3,1163373548,419
5,4995,4.5,1163373616,420
5,5266,3.5,1163374995,421
5,5299,4.5,1163373299,422
5,5349,4.5,1163373606,423
5,5464,4,1163374443,424
5,5669,3.5,1163374206,425
5,5679,4.5,1163374389,426
5,5816,3,1163373688,427
5,5995,4,1163374533,428
5,6218,3.5,1163374491,429
5,6373,4,1163374572,430
5,6377,4,1163373626,431
5,6502,4,1163374455,432
5,6711,2.5,1163373238,433
5,6942,4,1163374511,434
5,8376,4,1163374742,435
5,8464,4,1163374381,436
5,8622,3.5,1163374118,437
5,8636,4.5,1163373593,438
5,8644,4,1163374426,439
5,30707,4.5,1163374340,440
5,30749,4.5,1163374702,441
5,30793,3.5,1163374177,442
5,33166,5,1163374211,443
5,33679,4,1163374517,444
5,34162,4.5,1163374227,445
5,35836,4,1163374275,446
5,40819,4.5,1163374283,447
5,41566,4,1163374144,448
5,41569,4,1163374167,449
5,48385,4.5,1163374357,450
6,111,4,1109258212,451
6,158,2,1108134263,452
6,173,2,1109258228,453
6,293,5,1108134539,454
6,596,4,1108134269,455
6,903,4,1108134299,456
6,1204,5,1108134266,457
6,1250,4.5,1108134284,458
6,1259,4.5,1109258196,459
6,1276,4.5,1108134309,460
6,1285,4.5,1108134339,461
6,1358,2,1109258181,462
6,1639,2,1109258179,463
6,1687,2,1109258281,464
6,1747,2,1109258194,465
6,1876,0.5,1108134334,466
6,1909,3,1108134344,467
6,2001,3,1108134289,468
6,2019,4,1109258270,469
6,2072,4,1109258285,470
6,2174,4,1109258175,471
6,2502,3.5,1108134291,472
6,2528,3,1109258245,473
6,2529,4,1108134293,474
6,2571,1,1109258202,475
6,2657,2,1108134271,476
6,2692,4,1108134274,477
6,2723,3,1109258257,478
6,2761,4.5,1108134545,479
6,2890,3,1109258199,480
6,3052,1,1108134337,481
6,3114,4,1109258183,482
6,3300,3.5,1109258250,483
6,3751,1.5,1109258190,484
6,4641,1.5,1109258217,485
6,4975,1.5,1109258226,486
6,5952,5,1108134311,487
6,7090,3,1108134534,488
6,7153,5,1108134519,489
6,7361,4,1108134524,490
6,8368,3.5,1108134526,491
6,8636,4,1108134537,492
6,8784,3,1108134531,493
6,8874,4.5,1108134521,494
7,1,3,851866703,495
7,10,3,851869035,496
7,21,3,851867289,497
7,31,3,851868750,498
7,34,4,851867861,499
7,40,4,851866901,500
7,104,3,851866744,501
7,110,5,851868188,502
7,112,4,851866720,503
7,141,4,851866704,504
7,151,4,851868206,505
7,198,2,851868704,506
7,207,3,851868705,507
7,260,5,851869062,508
7,272,3,851868188,509
7,316,2,851869161,510
7,318,5,851868187,511
7,329,3,851868524,512
7,333,3,851867345,513
7,345,3,851867621,514
7,355,3,851867941,515
7,356,3,851868188,516
7,357,3,851867436,517
7,364,3,851868020,518
7,367,3,851867790,519
7,377,3,851869291,520
7,380,4,851869291,521
7,480,4,851869161,522
7,500,3,851867669,523
7,534,4,851868246,524
7,539,3,851867688,525
7,541,4,851869035,526
7,551,4,851868019,527
7,588,4,851868044,528
7,589,3,851869140,529
7,590,4,851868186,530
7,592,3,851868863,531
7,594,4,851868020,532
7,595,3,851868044,533
7,610,3,851868074,534
7,671,4,851866806,535
7,708,3,851866744,536
7,720,5,851868019,537
7,724,2,851866784,538
7,736,1,851866704,539
7,737,1,851866763,540
7,745,5,851868020,541
7,780,3,851866703,542
7,786,2,851866744,543
7,924,4,851868289,544
7,1036,3,851869102,545
7,1073,3,851866744,546
7,1079,4,851867320,547
7,1080,4,851867289,548
7,1097,3,851868308,549
7,1125,3,851867553,550
7,1129,3,851869103,551
7,1136,4,851867289,552
7,1148,5,851868019,553
7,1196,5,851869034,554
7,1197,3,851867289,555
7,1198,5,851869035,556
7,1210,5,851869034,557
7,1220,4,851867379,558
7,1223,5,851868044,559
7,1225,5,851868246,560
7,1231,4,851868321,561
7,1240,4,851869062,562
7,1242,5,851868289,563
7,1270,3,851867436,564
7,1275,4,851869080,565
7,1278,3,851867436,566
7,1287,4,851868332,567
7,1288,4,851867401,568
7,1291,3,851867320,569
7,1298,3,851868471,570
7,1302,4,851868471,571
7,1307,3,851867401,572
7,1353,3,851866935,573
7,1371,3,851869160,574
7,1372,3,851869102,575
7,1373,2,851869230,576
7,1374,4,851869035,577
7,1375,3,851869140,578
7,1376,3,851869062,579
7,1394,3,851867688,580
7,1405,5,851866978,581
7,1408,1,851869140,582
8,32,5,1154465405,583
8,45,2.5,1154389572,584
8,47,5,1154464836,585
8,50,5,1154400173,586
8,110,4,1154473268,587
8,260,3.5,1154464829,588
8,282,2,1154389420,589
8,296,4,1154465380,590
8,318,5,1154464714,591
8,356,4,1154400390,592
8,457,4.5,1154400475,593
8,520,3.5,1154389356,594
8,524,2,1154400357,595
8,527,5,1154400170,596
8,543,5,1154389386,597
8,589,4,1154464853,598
8,593,4.5,1154464833,599
8,628,4,1154400284,600
8,805,3.5,1154389432,601
8,858,5,1154400181,602
8,1196,3.5,1154464841,603
8,1197,4,1154464887,604
8,1198,4,1154464730,605
8,1210,4,1154464769,606
8,1219,4,1154465573,607
8,1225,4,1154465394,608
8,1258,4,1154465555,609
8,1259,4,1154464811,610
8,1265,3,1154465230,611
8,1270,4,1154464747,612
8,1291,4,1154464720,613
8,1302,3.5,1154400465,614
8,1358,0.5,1154474527,615
8,1387,4,1154465285,616
8,1393,3,1154400324,617
8,1500,4,1154465235,618
8,1552,3,1154389408,619
8,1617,3.5,1154464990,620
8,1625,5,1154389385,621
8,1674,4,1154389491,622
8,1704,4,1154473252,623
8,1754,3,1154400308,624
8,1777,5,1154400458,625
8,1876,3.5,1154389528,626
8,1961,5,1154473322,627
8,2028,4,1154473259,628
8,2100,3,1154389460,629
8,2139,3,1154465222,630
8,2194,4.5,1154464735,631
8,2302,4.5,1154400414,632
8,2324,4,1154464850,633
8,2329,5,1154473217,634
8,2353,3.5,1154389340,635
8,2423,3.5,1154400351,636
8,2502,5,1154464889,637
8,2571,5,1154464738,638
8,2716,3.5,1154464944,639
8,2762,4.5,1154464717,640
8,2770,2.5,1154389541,641
8,2791,4.5,1154465558,642
8,2797,3.5,1154400340,643
8,2804,3.5,1154473419,644
8,2841,3,1154400360,645
8,2858,4.5,1154464950,646
8,2918,5,1154473364,647
8,2959,4,1154464901,648
8,3147,4.5,1154400266,649
8,3578,5,1154400441,650
8,3916,3.5,1154400198,651
8,3948,4,1154389482,652
8,3996,4,1154465526,653
8,4011,4.5,1154464873,654
8,4019,3.5,1154400245,655
8,4034,4.5,1154465279,656
8,4226,5,1154464905,657
8,4262,4,1154464915,658
8,4448,2.5,1154400334,659
8,4886,3.5,1154464808,660
8,4896,3.5,1154400398,661
8,4963,4.5,1154400383,662
8,4973,4,1154465373,663
8,4993,3.5,1154464819,664
8,4995,3.5,1154389449,665
8,5064,5,1154400236,666
8,5378,3.5,1154389552,667
8,5445,4.5,1154400449,668
8,5464,4,1154464756,669
8,5630,4,1154400407,670
8,5650,4,1154465399,671
8,5669,3,1154465385,672
8,5952,4,1154464762,673
8,5989,3.5,1154400444,674
8,6377,4,1154389474,675
8,6378,3,1154400191,676
8,6870,4,1154464895,677
8,6874,5,1154465296,678
8,6879,3,1154400253,679
8,7143,3.5,1154400294,680
8,7153,4,1154464753,681
8,7361,4,1154465367,682
8,7438,4,1154464994,683
8,8533,2.5,1154400471,684
8,8784,4.5,1154464868,685
8,8873,4,1154465499,686
8,8874,3,1154465548,687
8,32587,3.5,1154465243,688
8,33166,4.5,1154473310,689
8,33493,4.5,1154400263,690
8,33794,4.5,1154464726,691
8,34162,3.5,1154400423,692
8,40583,3.5,1154473088,693
8,40819,3.5,1154473264,694
8,42007,2,1154473042,695
8,43556,3.5,1154473022,696
8,43871,3,1154473014,697
8,44004,3,1154473017,698
9,1,4,938629179,699
9,17,4,938628337,700
9,26,3,938628655,701
9,36,5,938629110,702
9,47,3,938628897,703
9,318,4,938628966,704
9,497,4,938628777,705
9,515,4,938628577,706
9,527,5,938628843,707
9,534,5,938628337,708
9,593,4,938628843,709
9,608,5,938628843,710
9,733,2,938628337,711
9,1059,5,938629250,712
9,1177,3,938629470,713
9,1357,4,938628655,714
9,1358,4,938628450,715
9,1411,3,938628655,716
9,1541,2,938628777,717
9,1584,4,938629341,718
9,1680,4,938629054,719
9,1682,5,938628690,720
9,1704,4,938628966,721
9,1721,3,938629470,722
9,1784,5,938628966,723
9,2028,4,938629341,724
9,2125,4,938629522,725
9,2140,4,938629747,726
9,2249,4,938629053,727
9,2268,3,938629053,728
9,2273,3,938628777,729
9,2278,4,938628897,730
9,2291,4,938629341,731
9,2294,2,938629250,732
9,2302,4,938628843,733
9,2391,4,939122916,734
9,2396,4,938628577,735
9,2427,2,938629681,736
9,2490,3,938629681,737
9,2501,4,938628966,738
9,2539,2,938629341,739
9,2571,5,938628450,740
9,2628,3,938628843,741
9,2762,4,938627748,742
9,2857,4,938629681,743
10,50,5,942766420,744
10,152,4,942766793,745
10,318,4,942766515,746
10,344,3,942766603,747
10,345,4,942766603,748
10,592,3,942767328,749
10,735,4,942766974,750
10,1036,3,942767258,751
10,1089,3,942766420,752
10,1101,2,942767328,753
10,1127,4,942767328,754
10,1196,4,942767258,755
10,1197,4,942767258,756
10,1198,4,942767258,757
10,1200,4,942767258,758
10,1210,4,942767258,759
10,1220,3,942767328,760
10,1240,4,942767258,761
10,1291,4,942767258,762
10,1358,5,942766420,763
10,1423,4,942766420,764
10,1459,3,942766725,765
10,1499,3,942766845,766
10,1611,5,942767029,767
10,1690,3,942766679,768
10,1704,4,942766472,769
10,1719,5,942766472,770
10,1887,2,942766845,771
10,1923,5,942766515,772
10,2108,3,942766472,773
10,2344,5,942766991,774
10,2406,4,942767328,775
10,2410,2,942767328,776
10,2539,4,942766845,777
10,2571,5,942766515,778
10,2826,5,942766109,779
10,2827,3,942766251,780
10,2840,3,942766213,781
10,2841,4,942766029,782
10,2881,3,942766164,783
10,2890,4,942765978,784
10,2907,2,942766213,785
10,2926,5,942767121,786
10,2995,2,942766251,787
10,3005,3,942766059,788
10,3019,4,942767571,789
11,50,5,1391658537,790
11,70,1,1391656827,791
11,126,4,1391657561,792
11,169,3,1391657297,793
11,296,5,1391658423,794
11,778,4.5,1391658505,795
11,785,3.5,1391656845,796
11,923,5,1391658556,797
11,1027,4.5,1391658634,798
11,1201,5,1391658440,799
11,1408,5,1391658667,800
11,1918,3,1391657062,801
11,2042,3.5,1391657376,802
11,2596,4.5,1391657543,803
11,2762,3,1391658583,804
11,3424,3,1391657112,805
11,5669,3,1391658601,806
11,6598,5,1391657861,807
11,26614,5,1391658574,808
11,48516,5,1391658450,809
11,51084,4,1391657605,810
11,58295,4.5,1391657459,811
11,71211,3.5,1391657720,812
11,77455,4.5,1391658141,813
11,79132,4,1391658115,814
11,80489,4.5,1391658399,815
11,80906,3,1391658137,816
11,81158,4,1391658210,817
11,81562,3.5,1391658218,818
11,88129,4,1391658385,819
11,91500,4.5,1391658311,820
11,91529,4.5,1391658125,821
11,91548,4,1391658270,822
11,96079,4,1391658186,823
11,96861,4,1391657924,824
11,97938,4,1391657610,825
11,104841,5,1391658157,826
11,106487,5,1391657798,827
12,253,3,968045587,828
12,529,1,968045407,829
12,538,3,968045438,830
12,608,2,968045353,831
12,673,1,968045732,832
12,736,4,968045680,833
12,737,3,968045764,834
12,1028,1,968045500,835
12,1032,2,968045561,836
12,1077,3,968045500,837
12,1197,1,955407153,838
12,1215,5,968045353,839
12,1220,5,955407153,840
12,1230,2,968045354,841
12,1235,5,968045354,842
12,1295,1,955407153,843
12,1374,1,968045475,844
12,1387,4,968045475,845
12,1639,2,968045438,846
12,1732,3,968045529,847
12,2259,2,955407153,848
12,2355,2,968045475,849
12,2460,4,968045680,850
12,2529,1,968045475,851
12,2668,2,968045764,852
12,2959,4,968045407,853
12,3146,2,968045732,854
12,3148,1,968045379,855
12,3176,3,968045649,856
12,3179,2,968045354,857
12,3298,4,968045529,858
12,3324,1,968045732,859
12,3408,4,968045379,860
12,3474,4,955407153,861
12,3770,3,968045619,862
12,3773,2,968045680,863
12,3780,2,968045619,864
12,3791,1,968045232,865
12,3793,5,968045232,866
12,3794,3,968045232,867
12,3798,4,968045232,868
12,3799,1,968045198,869
12,3801,3,968045198,870
12,3809,3,968045172,871
12,3825,5,968045142,872
12,3827,2,968045142,873
12,3829,2,968045106,874
12,3831,4,968045106,875
12,3841,2,968045074,876
12,3844,1,968045074,877
12,3861,3,968045015,878
12,3863,5,968045015,879
12,3864,3,968045015,880
12,3865,5,968045015,881
12,3869,2,968044981,882
12,3871,2,968044981,883
12,3873,3,968044981,884
12,3879,5,968044949,885
12,3885,3,968044949,886
12,3886,2,968044949,887
12,6184,4,968045173,888
13,1,5,1331380058,889
13,47,2.5,1331380914,890
13,110,4,1331380038,891
13,277,4,1331379348,892
13,296,3.5,1331380895,893
13,318,4.5,1331380029,894
13,356,5,1331380018,895
13,362,4.5,1331379479,896
13,480,3,1331380025,897
13,524,3.5,1331379485,898
13,527,4,1331380901,899
13,531,4,1331379483,900
13,587,3,1331380851,901
13,590,4,1331380062,902
13,914,4,1331379366,903
13,919,3.5,1331380871,904
13,1027,3,1331379520,905
13,1259,4,1331380814,906
13,1265,2.5,1331380845,907
13,1918,3,1331379386,908
13,1961,4,1331380745,909
13,2355,4,1331380741,910
13,2571,3,1331380888,911
13,2572,3.5,1331379777,912
13,2761,4,1331379470,913
13,2762,3,1331380765,914
13,2804,3,1331380731,915
13,2908,3,1331379494,916
13,2918,3,1331380761,917
13,3114,3,1331380738,918
13,3147,4,1331380752,919
13,3255,3.5,1331379342,920
13,3396,3.5,1331379599,921
13,3624,3,1331379574,922
13,4306,4,1331380721,923
13,4310,4.5,1331379506,924
13,4321,2.5,1331379589,925
13,4718,3.5,1331379530,926
13,4878,4.5,1331380145,927
13,4886,3.5,1331380834,928
13,4993,4.5,1331380883,929
13,5989,4,1331380785,930
13,6377,4.5,1331380734,931
13,7361,4,1331380159,932
13,7502,4.5,1331380306,933
13,54286,3.5,1331380782,934
13,58559,4.5,1331380873,935
13,64614,4.5,1331380830,936
13,69757,4,1331379748,937
13,78499,4,1331380725,938
13,81834,4.5,1331380387,939
13,88125,4.5,1331380390,940
13,93363,3,1331379985,941
14,594,1,976243997,942
14,1196,4,976243997,943
14,1721,3,976243912,944
14,2038,3,976244179,945
14,2355,2,976244179,946
14,2394,3,976244471,947
14,2628,3,976243933,948
14,2683,2,976244131,949
14,2716,3,976244313,950
14,2720,2,976244367,951
14,2724,3,976244524,952
14,2861,2,976244287,953
14,3114,4,976244591,954
14,3157,2,976244564,955
14,3175,5,976244313,956
14,3354,3,976243997,957
14,3623,3,976244423,958
14,3751,4,976244205,959
14,3986,3,976244107,960
14,3988,4,976244343,961
15,1,2,997938310,962
15,2,2,1134521380,963
15,5,4.5,1093070098,964
15,6,4,1040205753,965
15,10,3,1093028290,966
15,11,2.5,1093028381,967
15,14,2.5,1166586286,968
15,16,3.5,1093070150,969
15,17,3,997939404,970
15,19,1,1093028409,971
15,21,4.5,1058249528,972
15,22,2.5,1093070415,973
15,25,3,1033345172,974
15,32,4,997938466,975
15,34,3,997938310,976
15,36,1,1033345287,977
15,39,2.5,1093028334,978
15,44,3,1122576665,979
15,47,5,1054449816,980
15,50,5,997938500,981
15,52,2.5,1093070271,982
15,62,2,1093028336,983
15,70,0.5,1093070467,984
15,82,5,1044220302,985
15,94,3,1166587063,986
15,95,1.5,1093028331,987
15,101,4,1134522072,988
15,104,1,1093070113,989
15,107,2,1166586594,990
15,110,3,1040205792,991
15,111,5,997938500,992
15,112,2.5,1093070156,993
15,123,4,997938358,994
15,125,3.5,1245362506,995
15,145,3.5,1134521543,996
15,149,5,1075142933,997
15,150,3,997939380,998
15,153,1,1128274517,999
15,157,2,1052896975,1000
15,160,0.5,1093028411,1001
15,161,3,1093028319,1002
15,162,4,997938676,1003
15,163,2,1166586021,1004
15,164,4,997938413,1005
15,165,3,1093028183,1006
15,170,2.5,1166586376,1007
15,172,1,1093070329,1008
15,175,4,1166587180,1009
15,176,4,1046209579,1010
15,180,3,1166586276,1011
15,185,2,1052896916,1012
15,193,1,1193435347,1013
15,196,2,1093070170,1014
15,198,1.5,1134521967,1015
15,208,1.5,1193435482,1016
15,214,2,1033345241,1017
15,215,4.5,1054449903,1018
15,216,1,1349622582,1019
15,223,4,997939415,1020
15,225,1,1134521432,1021
15,230,1,1033345068,1022
15,231,3.5,1093028308,1023
15,232,4,1033345227,1024
15,233,4,1033344772,1025
15,235,4,997939415,1026
15,237,3.5,1166586251,1027
15,246,5,997938656,1028
15,247,2,997938567,1029
15,252,2,1093070318,1030
15,253,2,1093028328,1031
15,260,5,997938437,1032
